review_id,review_text,sentiment
857,"Worst blender I have ever purchased, total garbage.",negative
748,"Regret buying this tablet, quality is very poor.",negative
253,"Super happy with this chair, worth every penny.",positive
22,"I absolutely love this camera, best purchase ever!",positive
460,"This book exceeded my expectations, highly recommend.",positive
277,"This book is exactly what I needed, love it.",positive
956,"The jacket arrived on time, no complaints.",neutral
386,"This charger exceeded my expectations, highly recommend.",positive
806,"Regret buying this backpack, quality is very poor.",negative
344,"Super happy with this tablet, worth every penny.",positive
770,"This speaker was a complete letdown, returning it.",negative
131,"Great quality laptop, will buy again for sure.",positive
872,"Very disappointed with this jacket, waste of money.",negative
1124,"The shoes is okay, does what it says.",neutral
88,The watch works perfectly and looks fantastic.,positive
331,"Great quality monitor, will buy again for sure.",positive
467,"I absolutely love this vacuum, best purchase ever!",positive
122,"This camera is exactly what I needed, love it.",positive
1045,"Not bad, not great, just an average laptop.",neutral
1096,"The charger does the job, nothing more nothing less.",neutral
1131,"Not bad, not great, just an average watch.",neutral
861,"Not worth the price, book feels cheaply made.",negative
1127,"Not bad, not great, just an average blender.",neutral
